MQ 3;MQ 135;QCM
0,9029;0,9239;-1
0,9229;1,0429;-1
0,9332;0,9239;0
1,0244;0,9239;-1
0,9654;1,05;-1
0,9029;0,9239;-1
0,9544;1,05;-1
0,9437;0,874;-1
1,0244;0,89;0
1,0371;0,9239;-1
0,9767;0,8292;0
0,9332;0,9798;0
0,9544;0,874;0
1;0,9067;-1
1,0121;0,9067;-1
0,9332;0,9419;-1
1;0,89;-1
0,9882;0,9067;-1
1,0121;0,9239;0
1;0,9067;1
0,8746;0,7519;0
0,9882;0,776;1
0,9128;0,7519;0
0,8838;0,6877;0
0,9544;0,6976;0
0,8479;0,6253;0
0,9332;0,6976;-1
0,8838;0,6976;0
0,9128;0,8152;0
0,9029;0,6976;0
0,831;0,6686;0
0,9229;0,8292;0
0,9229;0,874;0
0,9128;0,776;0
0,9128;0,7638;-1
0,9229;0,7184;0
0,9332;0,8436;0
0,9229;0,9605;1
0,9882;0,7887;0
0,9767;0,89;0
0,8933;0,8152;-1
0,9332;0,9067;0
0,9332;0,8292;0
0,9654;1,0429;0
0,9437;0,9605;-1
0,9128;0,8017;0
0,9544;0,8585;1
0,9544;0,8292;-1
0,9437;0,9239;0
0,9882;0,8585;-1
0,9128;0,9239;0
0,9767;1,05;-1
0,9654;0,9239;0
0,9544;0,9605;-1
0,9544;0,9605;0
0,9229;0,7404;1
0,9654;1;-1
1,0244;0,89;0
0,9882;0,9605;-1
0,9654;0,8292;0
0,9229;0,7519;-2
0,9654;0,8292;-1
0,9654;1,0429;0
0,9767;0,9067;-1
0,9882;0,9605;-1
0,9029;0,7519;0
0,9882;1,0429;0
1,05;0,8436;-1
1;0,8585;0
0,9654;1,021;0
0,9128;0,874;0
0,9654;0,9798;0
0,9544;0,8585;-2
1,0371;0,89;0
0,9654;1,0429;-1
0,9332;0,8017;0
1,0244;0,89;-1
0,9544;0,8436;-1
1,0371;0,9067;-1
0,9767;0,8585;-1
0,8933;0,8017;-1
0,9882;0,8585;-1
0,9767;0,8436;-1
1,0121;0,9605;-1
0,9882;0,8585;-1
0,9544;0,8152;0
0,9767;1;-1
0,9882;1,0429;-1
0,9882;0,8585;0
0,9767;0,9798;-1
0,9437;0,9605;-1
1,0121;1,021;-1
0,9767;0,874;-1
0,9882;1,05;-1
0,9882;1,0429;0
0,9332;0,7887;-2
1;1,05;-1
0,9767;1,05;-1
0,9882;0,874;0
0,9882;1,021;-1
1,0244;0,7887;-1
0,9767;0,8585;-2
1,0244;0,9067;-2
0,9767;0,89;-1
1,05;0,8585;-2
0,9332;0,8017;-1
1,05;0,8436;-1
1,0121;0,9067;-2
0,9882;1,05;-1
0,9767;0,874;-2
0,9229;0,776;-2
1;1,05;-2
0,9882;1,05;-1
0,9767;1,05;-2
0,9767;0,874;-2
0,9332;0,9605;0
1,0121;1,05;-2
1,05;0,8585;-2
1,05;0,89;0
1;1,05;-1
0,9544;1,021;0
0,9882;1,0429;0
1,05;0,8585;-1
1,0244;0,9798;-2
0,9767;0,9067;-1
0,9882;0,8292;-1
0,9544;1,0429;-1
0,9882;1,021;0
0,9882;0,874;-2
1,05;0,89;-2
1;0,8436;-2
0,9767;0,874;-1
0,9882;0,8585;-2
1,05;0,89;-1
1,0121;1,05;-2
0,9654;1,021;-2
0,9882;1,05;-1
1,0244;1,05;-2
0,9882;0,9067;-1
1,0121;1,05;-2
0,9544;0,8585;0
1,0244;0,89;-2
1;1,05;0
1,05;0,874;-1
0,9654;0,9067;-2
0,9332;0,7887;-1
0,9882;1,05;-2
1;1,05;-1
0,9767;1,05;-1
1,0121;1,0429;-2
0,9882;0,89;-1
1;1,021;-1
1;0,9067;-1
1,05;0,874;-1
1,05;0,9067;-2
0,9544;0,8017;0
1,05;0,9239;-1
1,0244;1,05;-1
1,05;0,874;-1
0,9882;0,89;-1
0,9332;0,7887;-2
1;1,05;-1
0,9882;1,021;-1
0,9882;0,9239;-2
1,0371;1,05;-1
0,9544;0,874;-2
1;1,021;-2
1,0121;0,89;-1
1;1,021;-2
1,05;0,89;-1
0,9767;0,8152;-1
1,0371;0,9239;0
1;1,05;-1
1;0,8585;-1
1,0121;0,89;-2
0,9544;0,89;-1
1;1,05;0
0,9882;0,9419;0
1,0121;1,05;1
1,05;0,874;0
