MQ 3;MQ 135;QCM
1,05;0,874;1
1,05;0,9239;2
1,05;0,9239;3
1,05;1;2
1,05;0,9239;1
1,05;0,9798;2
1,05;1,021;1
1,05;0,9239;1
1,05;1,021;1
1,05;0,89;1
1,0121;0,8152;2
1,05;0,7292;1
1,05;0,6686;2
1,0244;0,6686;0
1,0371;0,678;2
1,05;0,7519;2
1,05;0,7292;2
1,05;0,7184;2
1,05;0,6172;3
1,05;0,6253;2
1,05;0,6506;3
1,05;0,6595;2
1,05;0,7638;3
1,05;0,678;3
1,05;0,6686;2
1,05;0,8585;2
1,05;0,8292;2
1,05;0,8152;2
1,05;0,7404;2
1,05;0,7292;1
1,05;0,7638;2
1,05;0,8292;2
1,05;0,9605;3
1,05;0,7638;1
1,05;0,8017;3
1,05;0,9419;1
1,05;0,7887;2
1,05;0,776;2
1,05;0,8017;3
1,05;0,9419;1
1,05;0,9419;2
1,05;0,8152;2
1,05;0,776;1
1,05;0,89;2
1,05;0,9798;1
1,05;0,7887;2
1,05;0,7638;2
1,05;0,9605;2
1,05;0,8152;1
1,05;0,8017;1
1,05;0,8292;2
1,05;0,89;2
1,05;1;2
1,05;0,9239;2
1,05;0,8585;2
1,05;0,9798;2
1,05;0,8585;3
1,05;0,8436;3
1,05;0,8152;3
1,05;1,0429;3
1,05;0,8436;2
1,05;0,8017;3
1,05;1,021;2
1,05;0,9605;2
1,05;0,89;3
1,0371;0,8585;2
1,05;0,874;3
1,05;0,9605;2
1,05;0,874;2
1,05;0,9605;3
1,05;0,8152;2
1,05;0,9419;2
1,05;0,8436;2
1,05;0,9419;2
1,05;0,8436;2
1,05;0,8436;2
1,0371;0,874;1
1,05;0,89;2
1,05;0,9067;1
1,05;0,8436;2
1,05;0,9067;3
1,05;0,9798;2
1,05;1,021;2
1,05;0,874;1
1,05;1;2
1,05;0,874;1
1,05;0,89;2
1,05;0,8436;2
1,05;0,9067;1
1,05;1,05;1
1,05;1,05;2
1,05;1,05;1
1,05;0,8585;1
1,0244;0,89;2
1,05;0,9605;2
1,05;0,89;2
1,05;0,8585;2
1,0244;0,874;1
1,05;0,874;2
1,05;0,874;1
1,05;0,8585;2
1,05;0,89;1
1,05;1;1
1,05;1;1
1,05;0,9239;2
1,05;0,9239;2
1,05;1,0429;2
1,05;0,8585;1
1,05;0,9067;2
1,05;0,9605;2
1,05;0,9239;1
1,05;1;2
1,05;1,021;2
1,05;0,8585;2
1,05;0,9798;2
1,05;0,9798;1
1,05;1,021;2
1,05;1,05;2
1,05;0,8436;1
1,05;0,9067;2
1,05;0,9239;1
1,05;0,8585;2
1,05;0,8585;1
1,05;0,9798;2
1,05;1,021;2
1,05;0,89;2
1,05;0,9067;2
1,0371;1,0429;1
1,05;0,8436;2
1,05;0,9239;3
1,05;1;2
1,05;0,874;2
1,05;0,8585;2
1,05;1,0429;3
1,05;0,89;2
1,05;0,9239;2
1,05;1,0429;3
1,05;0,9798;2
1,05;0,9239;3
1,0371;0,9067;3
1,05;0,9067;2
1,05;0,9067;2
1,05;1,05;2
1,05;1,05;2
1,05;0,89;1
1,05;0,874;2
1,05;1,05;2
1,05;0,874;2
1,05;1,05;2
1,05;1,0429;2
1,05;0,89;1
1,05;0,874;2
1,05;0,8585;2
1,0244;0,89;2
1,05;0,874;1
1,05;0,874;2
1,05;1,021;1
1,05;0,9239;2
1,05;1,05;1
1,05;0,9067;1
1,05;1,05;1
1,05;0,89;2
1,05;0,9067;1
1,05;0,8585;2
1,05;1,05;3
1,05;1;1
1,05;0,874;2
1,05;1;1
1,05;0,9239;2
1,05;0,9067;1
1,05;0,9419;1
1,05;0,8436;2
1,05;1,021;2
1,05;1;2
1,05;0,9239;2
1,05;0,9067;2
1,05;0,9067;1
1,05;1,05;2
1,05;0,9798;1
1,05;0,89;1
