MQ2;MQ3;MQ4;MQ6;MQ7;MQ8;MQ135;QCM;Temp;Hum;Pres
54,010322823301664;40,580980244274336;58,83395097592987;59,911170817062676;56,02706465653306;35,753591739432046;30,17880701376161;47,854229736073464;28,026083878114186;63,434766051460585;1006,2223638469808
55,26400859562579;65,65262294209617;50,234367035853694;40,31651652650798;38,27538140193178;62,32611420949156;54,734723756335214;60,117641565604714;28,83328712195382;58,86787386074671;1003,0093988735049
34,73027086666592;66,05048186669985;33,39436108018095;61,15504628650334;63,62421523840049;66,00007395637267;32,41116126465123;67,54497349317504;28,3088537114751;55,533531107742625;1005,9846936404934
56,47647143084633;53,128990188922316;52,217996752759326;39,32024145049098;43,30969264306472;50,006865678029214;56,76021941935822;41,14666896545806;27,516312030601533;56,91546230698455;1004,9035219110782
67,5785476722906;39,525661236295534;66,00864717764262;59,11878305753645;65,51440003583944;53,054196346492276;46,6553805477062;45,33751207902938;28,708131657301728;62,051930255228605;1004,5457062715965
52,79302192386041;36,88751659791051;60,98725286534455;51,129881285026855;36,216918511176516;46,92018758569499;62,97854165801949;30,007268947901057;28,04519046896415;61,595059257582705;1005,89067700064
65,0765347031069;63,199114953969634;35,7510146127413;62,009095851545965;55,36173668337237;56,9826110936166;65,59178741529689;65,2558381147988;28,385565432412108;60,79696009070482;1004,0213266080287
63,415660120846546;32,66016762382499;44,50836464970851;39,29288576084791;33,1106365337055;64,5130957047907;59,53915617045783;32,13146446251534;27,737434814333916;58,77070103700265;1006,7882958411169
69,70156322191579;69,82166913823954;49,10898056818588;44,52385088812184;52,363467754872964;30,11421732843044;63,24454113870188;47,80410471749184;28,795543461320754;59,31840162881197;1005,9875446765291
59,966951421078974;48,1320548237924;37,70902071045539;34,956693377695515;46,83431043386724;48,3540401498516;48,406925723655476;67,78160768878664;29,47523581401318;57,256632481862745;1003,806046169807
31,370979382041362;36,842112933246504;55,0334639249005;51,955519666485344;52,73459217638354;59,70196314131776;68,28804198377716;67,68434039446845;28,806638096345573;63,70519137799039;1006,5830025461584
42,17534238246973;66,2868432399282;43,56785811180292;64,4643253408681;47,46018392363829;68,43239709003969;39,05625786362147;61,942241683091225;29,143494017942096;55,570693440922525;1003,7096555508397
52,584342996921066;69,26929785778053;57,1991213114443;60,37771560950201;63,63910083767016;64,48066286190814;66,12558119235483;31,799567140168836;27,775162498225388;61,05848556007035;1005,8503944629447
59,383649331281916;36,93980914299151;50,34398135603568;53,75620139651851;31,550356225512598;34,27750986945995;32,51472622923494;38,248219473690824;28,97167420951387;61,1787980511089;1005,7592826414934
42,844980544366805;61,33889504739092;49,91957600189569;67,81424885646985;59,59437831168102;44,59011235862192;60,25727441288009;45,45399561737053;28,524226210046674;64,54321940649386;1005,6663898272766
