MQ2;MQ3;MQ4;MQ6;MQ7;MQ8;MQ135;QCM;Temp;Hum;Pres
60,4547251765691;43,963419548972695;32,37445085680493;55,31118373643023;66,3638486801892;47,338089913028895;69,21219174818093;65,7364673220028;27,931014516886595;59,45305395133075;1005,5492627776691
60,46795580479464;50,556972926061704;37,964016705235856;39,41850462003967;64,88882807825443;52,6901734397794;51,922834898100376;50,86983945863752;29,180319730204918;58,07835787305971;1006,0771982182816
32,76971682765455;48,98811839248901;61,437998923789195;64,52985790453141;36,34831206735781;51,47803725855225;59,12283144337728;41,66276923578833;27,658994368247654;63,326982806977114;1005,2796675346431
64,5973888597205;60,80972958178347;58,90771317174192;66,24872671817079;45,84395482036175;40,69814831802837;68,33558455443392;33,888054649972716;28,747206388036048;64,66412296156933;1005,8660183871375
33,42125131168257;63,92045854645039;63,88703974234779;69,19288930865784;53,680809029431586;38,515682436860104;42,8531138783319;63,34794281286744;27,877694856793934;57,00465708287642;1004,2076611094254
69,09316713227389;34,30156703990069;61,25777674019261;68,44605844795024;46,51755720870831;57,92001627992805;60,41287248613342;45,19850533430153;27,950114881822227;56,16241995613731;1003,1059994964015
51,755042938050494;56,92209348018697;67,83431475190281;58,301564349490846;38,623645564996565;46,1236371307795;60,923691641381;68,86016982035585;29,139592097496127;61,56358921607811;1006,734282845939
36,58221108501322;32,600546340401806;68,42722029030867;59,12016375530369;63,68595332605573;52,396574186858786;45,31447850608345;31,64926874043276;28,911621472128857;58,71613706587278;1003,4170029134401
47,88483765956546;42,57534797904748;44,75312224678997;54,19465909464204;40,66778094372757;30,83671220267711;65,09561813394916;62,97023619177993;29,113420135957874;60,756055190904775;1006,9133440486703
47,19320517735567;44,4209644362554;63,74908359647691;68,67874407722381;47,534112847797296;57,56495216859906;39,83671450904113;45,404687735699596;28,050839853364597;55,381812457788484;1006,8341691132485
57,283546471313464;44,604843063732446;37,62976380760555;54,62679747066166;63,03258573632645;47,80271450993051;50,74945452507596;38,93274464854491;27,961663765806293;57,774931665504276;1006,1478894223782
68,82221330524942;54,53333228379359;39,78327776740744;61,02519200831151;49,4402119513323;56,324667710833026;49,94892093972934;34,21807801234101;28,485400780924138;56,73550710312071;1004,1626408987944
39,726764932985105;44,028001246948904;48,02251354777809;68,93839280069427;69,45940642948418;65,32358177473466;37,80179018336827;43,071219950211216;27,66765377708096;63,494134002650284;1006,5024939774405
43,85060444980859;35,15759633403141;66,17625251513198;34,46725388721873;59,00611594174886;53,79418787925499;52,97217337240664;48,02614613109618;27,66055216682411;63,21085516663588;1006,9354467916121
69,500098453578;63,57503404839535;43,97326664265624;58,420158773556196;47,87456774602458;51,0464808767488;57,874477835075425;63,997701483855465;29,379555738090005;56,536794136416646;1004,4905448799556
