MQ2;MQ3;MQ4;MQ6;MQ7;MQ8;MQ135;QCM;Temp;Hum;Pres
50,813084452712005;63,83376604037682;50,92157714634803;55,20773683911928;46,135225024250126;48,01415994991942;65,63846702864808;35,745917781774224;29,19633709590015;58,26357568323221;1006,5706473202722
41,11286394486181;64,02021764851793;49,25678303311913;57,48348031949327;57,697862368382786;32,5666744213879;69,71006863440537;53,37246769281365;28,97154683159884;64,3214273346309;1003,3035298608746
56,13073668345827;35,5469596326748;69,43184085031268;55,26689641226892;62,234464463716435;51,68477202816612;49,43238588051498;67,88142016480157;28,382095454884755;62,06857713697444;1004,9094744022419
61,00741688456097;63,53159760064162;47,694204521153466;46,8560982295187;52,50515743621475;37,05983056622187;44,43939727458823;55,501544456568126;28,52454524992474;57,19655825823529;1004,931600312178
41,53001949808913;31,860810201632688;65,75929628469946;69,80056275960466;45,24559694512158;32,709853912085734;35,362408956267195;55,45148102772531;29,41910814511351;61,09412560232025;1003,7190583272737
55,39334764954255;58,17047510512242;64,72000908088451;38,421623719224485;33,43998054237507;41,35997193787037;40,45485348666711;59,85428941938904;28,889103749411213;60,050882670217824;1003,9573348786444
67,97724282310057;39,07070505641805;67,54141632936475;67,77107499437805;40,29534090310235;41,00189079087083;60,9324071251297;61,57470026388674;28,802185519306057;57,75520278191125;1004,4685194925491
60,83750652217705;31,917718351226874;44,5942233208106;33,0467295739464;66,77668950278147;42,41449772875445;45,8819250774541;60,78176561540167;28,583807504823618;57,86915549142946;1004,4468631929534
33,21359940247604;56,14120600230298;33,862433139468564;57,683695766118284;63,564573772081225;45,39851881967852;56,60728690792467;55,29424306643779;28,77419427288117;57,73501914563945;1003,6051430673688
43,58792536797972;38,37105870292034;65,8385103740292;50,176049410616244;67,75246015819937;64,47323443800249;67,24717799309784;42,38893230222928;28,14193533452053;55,83030721839109;1003,0519038181777
51,836539757538844;33,32091643847856;65,16322362828315;60,31831291082442;52,66774610861241;52,94955435628346;57,153910311357805;50,00822971471689;28,53944310390545;60,060328318657156;1003,186321229864
41,70433412063858;33,792566152829124;31,255351705955704;45,47196255865649;43,4998850799352;41,222687130508504;58,14615060490031;56,47073678149711;28,61716062695455;63,3701002702671;1003,2642243554371
63,24130006529692;45,71569507545358;52,648014264020304;33,85648143312223;52,409857825348894;48,06646535011491;59,95307481203832;55,17646861352774;29,480059109618825;58,344852480646125;1005,0515428077352
42,90241962585388;37,03609750413871;49,47504424390691;49,307253627196545;63,25481893845242;40,230599863581034;38,258777418276395;34,682627445114704;27,568776762423777;57,10820970991965;1003,8039105835338
45,8800641534544;54,786578740504034;31,513394179991824;58,26013395522028;62,33370234533141;43,22477942018398;31,518391639164477;43,51454284704325;28,30326588498101;55,864312647432186;1004,0796369372523
