MQ2;MQ3;MQ4;MQ6;MQ7;MQ8;MQ135;QCM;Temp;Hum;Pres
442,1571885437441;489,77352404045666;501,91540875532746;407,42253135272966;350,15543309457985;429,10579452128667;608,6235587871055;688,1242667403068;27,638272872532198;56,32845984935576;1003,2552851181512
537,3963092422186;506,34594737994894;395,257632646385;454,02700687395327;408,9066242377245;468,0767994034313;655,8195867466502;773,210885700772;29,177482697878276;64,0700602998109;1006,9479998068839
457,85088278178785;368,34004138242983;455,17793792144937;502,80822535284494;385,4401496988865;444,3835718299759;592,5924157125986;763,9299114880486;28,88788333049921;63,39697409397587;1004,3347364998748
351,55405312744665;541,4827393396948;393,98167977744856;449,303008601262;360,1037518693489;492,79285950781866;627,4312840100234;655,8083570319169;27,970171641333955;58,07200071406683;1006,9264422023248
487,85368913968443;397,97122369950574;426,93633864477476;440,68567542611214;423,39055826064043;374,2408022674254;704,3010957265142;608,5416122245907;27,917387519175563;60,02898988346644;1005,849395042937
356,9999105014489;399,73395744849773;482,66002389146547;401,7607662712763;394,3659010189713;439,08217031682545;657,7458226081212;683,9757167925115;28,553123314863342;56,63804655931769;1005,4163687091184
435,5631317863458;394,41052678141733;453,5033282875975;384,35933044246855;465,4833920772136;387,55399442745664;684,9896632962675;763,3889835671704;27,640573926199757;61,83612677326742;1006,6603125245559
478,8188234842298;457,1195159510829;394,8431867663831;470,11615141156585;392,77218837843645;400,3664640428317;616,6400930416463;695,871961826989;28,818231846206245;63,82122958841642;1004,470840937019
371,1711596932706;494,3353532478966;359,02716600031454;375,4938486230371;476,59268845789154;515,4213136998171;715,3092270083583;736,9862433774292;28,05845552223817;55,09216694207353;1006,8145629798947
391,6386687821714;355,88861571638927;516,6863907189129;497,18728178061303;468,8393245150227;469,0985780208344;689,3244560844088;774,3473717632826;29,06649730697618;56,22673930935007;1003,0764754088866
362,25916678366116;391,32112655024105;435,2568515789901;456,2807448521115;379,2288800778585;523,5007778582934;643,4979760693616;710,7376142398118;29,20316745132247;63,42664046121568;1004,5118035553666
352,1573861699134;478,9798179650563;465,9007115561901;360,84224668598705;366,9489741449379;403,3705414601999;683,7886039050356;735,4478427537276;29,106586726493976;58,1286380389598;1006,6894022692959
490,299356648496;486,3157008525733;371,9267434068818;483,3802417263357;519,6709474856666;390,0381380579442;756,952828054059;588,4216653546339;29,385857390587024;62,9368505212366;1004,7320418965128
544,0458731806003;379,71085356267463;429,54177721531016;423,99160556314166;499,0716815286278;401,66978731941185;762,0463737379098;747,2271235948995;29,22644153505574;58,13505674252374;1004,0935311279551
404,0865746613728;435,9966113580366;502,44156672749097;385,39509286853263;546,9020448814899;504,63145433415434;751,6648392301424;614,1067204496322;29,44300658716693;59,56763770550719;1006,244883702661
