MQ2;MQ3;MQ4;MQ6;MQ7;MQ8;MQ135;QCM;Temp;Hum;Pres
380,75467685295894;472,6080978850881;418,2903986206711;460,0928396684759;513,6270763208212;378,53482385364606;624,3260487998756;657,509050915198;27,513603808638;63,61129068876937;1006,8585820252174
447,4075515409176;455,3790993811282;420,7350845546647;394,15479723540477;377,82786753332744;399,5843395647141;594,717583597766;736,8509547440233;28,429797952968826;55,13171589526969;1004,9630652226972
485,8655279819397;386,7650965802143;527,1239914925092;433,3349977819214;464,0974404771839;450,0474489325164;676,6803951029519;639,2885201516167;29,235530306238136;57,37937590536743;1006,2811124886047
501,9509270581436;511,9015855278954;536,936027770363;393,51964446035663;521,5033642543829;485,9662891488135;607,2587675312778;636,3745259892946;28,106695818375975;57,70401184930888;1006,6576648431577
512,5313434188425;447,45947387991055;512,1862454456937;356,6906851398684;357,7664149131919;359,1847166198106;733,0182697616817;770,4044969932313;28,872291569814966;61,005427821530034;1004,1327738987392
472,70363797097826;467,26843243895223;399,9927162933741;538,9100380438817;473,34288702434117;387,55986772193125;668,9144898006842;707,5184915968161;28,613319843344023;62,731142895275724;1003,6529039737566
479,855899363703;405,0460790150759;522,7444905491068;503,14717120376446;393,04493472140916;414,5470959120587;726,6926899924591;699,9214686987991;29,03810222902896;64,74915830956587;1005,758344934795
456,5489547727553;498,59295411050175;459,15751895233666;451,7006648727566;498,86322391103107;412,42686829655696;751,4079292318862;719,9299916209092;29,294274491149373;55,81033105273574;1005,3999423615389
437,38177755003886;416,7032951662343;519,9807573298427;516,868369307757;477,3375228376569;540,940504953956;768,280495710999;728,8333642704467;29,228366477807953;62,96818152097656;1003,1280902029043
545,2930251676752;429,51233140709513;504,019675075484;527,6033494557091;470,405388422994;439,7819789434269;741,4237171388423;681,7057344080076;27,804642067992788;63,96647826737827;1005,9459854954545
544,8073066105189;396,0653381024415;484,0265687570451;367,46071679270545;485,86125317981623;419,04058296415116;768,9712494044741;731,9326979319922;28,550123188514373;57,84035135654762;1004,7170873728917
398,26238300469504;399,44119834737035;488,644727499983;548,3970606425495;485,8539061737519;385,3888502922223;749,1957497155512;774,1675514286633;28,432280156413213;55,57065845944718;1006,8054122129774
353,61408173185885;451,59282250919074;357,22456635544097;457,28730026461784;544,4604829921964;412,9617575360421;698,4284791225871;692,3259703261308;28,528134943805757;55,618392145492834;1003,7310303451851
438,7878473199692;548,9363290922918;548,5723296702786;374,9911842683015;540,2996537261716;387,24756006246724;642,3125940856457;711,2219503448573;28,976150288777177;58,97696933673694;1006,0145778029553
497,69022952768603;485,03802937725175;478,8956624900069;380,83100947714996;483,2877770728114;367,00994215291917;719,1778408432017;745,3070554132803;29,279013759697694;56,703077584539955;1006,356236350996
