MQ2;MQ3;MQ4;MQ6;MQ7;MQ8;MQ135;QCM;Temp;Hum;Pres
409,8372746082323;548,4480759033983;354,1128973975831;491,303455774343;431,0499959810782;370,5734276506348;585,1967345159983;721,5599010542747;29,206649904361303;55,63077132949009;1004,0371301009542
516,9473486025242;394,02144862735827;500,2197814375804;429,7161023230718;489,8684788265648;392,75706714971085;589,846533907669;605,5603417133752;28,484807230590192;56,95640282247017;1005,9457113341646
405,1376509789336;520,012766162349;452,72748630893113;464,9881294527515;386,07709459403196;437,8193217039173;713,027804795466;703,2761090002956;28,239684699188096;59,750707274591555;1003,2983990415836
501,16232870720034;515,1509491954157;466,48953812034114;488,84648102315634;473,1494061525259;390,0673365811161;644,3685259170651;676,2783157361415;27,87629321212248;64,94479351846954;1006,9555400581562
495,9444054318203;417,97806285313203;464,5688512628028;419,8462945195053;465,4843124660948;510,9679775515135;696,723555019149;578,0107277655891;28,087274415355672;64,89964319856244;1003,5789076248969
494,4348435155372;350,4464556623964;528,1388634429691;523,5292472667024;539,965010062751;386,34915352203546;718,7103932264274;653,357258719373;27,928497615592065;58,34705147814439;1004,3165684427859
546,731804587101;423,2246391671566;369,254070462594;370,0017007263436;478,8540941910807;429,3420515500197;695,4454966115052;596,3787907345401;27,79056569654;64,85712830055336;1004,9246570023791
370,987505821165;473,8685098734734;435,7871961729385;396,17069627709566;532,4203133979408;510,10369524062656;728,063556661891;641,2549725768067;29,059754725118676;55,14868583218058;1003,0520457268162
530,7058834503484;400,3867238580582;388,33006467594;499,52553850385766;427,06507299011975;500,95394011316165;624,6151912862141;607,7811513620297;28,867547199443045;56,685732884538346;1003,3414510231977
477,13776562682335;476,3973382503459;369,9248460608671;420,8391427221311;497,8849477970622;464,45656198105735;718,1876467093358;673,2648755768715;29,292835088244164;64,03742668008653;1006,9125503609272
352,16929795301223;473,6454921896332;491,0825886658881;501,80373726896585;491,49372099457196;406,7809468716476;654,6290233030919;674,2720449879627;28,10397203466359;61,521016882120236;1004,3956073697927
402,82546891312256;419,7333307995882;493,43504270464405;489,1961551346343;474,6768998962581;423,80123436075223;654,0404356521021;592,3716311319711;28,631896744199054;58,024583640399214;1006,2243878798142
528,5563094496271;540,4893404956105;512,2721618946398;452,47455246559946;423,01260118277185;485,7494687050453;615,3522535431111;627,9387405022231;27,88504333627508;64,16589479918586;1005,2214643326884
470,3196489870913;451,81513670424215;489,43327655239966;443,53953176078767;383,1821695643372;418,4001618537012;727,2183363680332;643,6163765800593;28,297890690893936;64,38478573140256;1003,6390160282067
531,8185885532441;401,9679818437595;525,4882830832441;490,3536850082647;439,4787139152248;528,3919943620427;685,843916056028;614,8298897584809;29,003834741252547;55,044767468159854;1005,6586120794967
