MQ 3;MQ 135;QCM
0,9332;0,89;2
0,8746;0,9239;1
0,9544;0,874;1
0,9654;0,874;2
0,9437;1,05;0
0,9128;1,021;0
0,8838;0,8152;2
0,9654;0,8292;2
0,9767;0,7519;3
0,9544;0,58;7
0,9437;0,5175;6
0,8838;0,5289;7
0,9544;0,5065;6
0,9882;0,5597;6
0,9437;0,5597;6
0,9229;0,6419;4
0,8838;0,6094;4
0,9332;0,6094;4
0,9332;0,6686;4
0,9544;0,6335;4
0,9544;0,6335;4
0,9544;0,6419;4
0,9437;0,6595;4
0,9767;0,678;4
1;0,7078;3
0,9437;0,8017;2
0,8933;0,6595;4
0,9654;0,6976;4
0,9437;0,8585;3
1;0,7638;3
0,9654;0,7404;3
0,9332;0,678;4
0,9544;0,7519;3
0,9882;0,776;3
0,9654;0,7887;3
1;0,8292;2
0,8838;0,7184;3
0,9437;0,8585;2
0,9332;0,89;2
0,9654;0,8017;2
0,9332;0,7887;3
0,9029;0,7404;3
0,9437;0,7887;3
0,9654;0,8017;2
0,9029;0,89;2
0,9437;0,8292;2
0,7519;0,8071;3
0,9128;0,8017;3
0,9437;0,8292;2
0,9229;0,8152;2
0,9437;0,9419;1
0,8838;0,7292;0
0,9029;0,9419;1
0,9437;0,9419;0
0,9437;0,9067;0
0,9654;0,89;0
0,8746;0,8436;0
0,9437;1,0429;0
0,9332;0,8436;1
0,9767;0,89;2
0,9332;0,874;1
0,9029;0,776;2
0,9437;1,0429;3
0,9882;0,89;2
0,9437;0,9067;1
0,9332;1,021;2
0,8933;0,8292;3
0,9437;0,8585;2
0,9029;0,9419;1
0,9437;0,9605;2
1,0121;0,8436;1
0,8933;0,7887;1
0,9332;1,05;3
0,9544;0,8585;2
0,9332;0,9798;3
0,9544;0,8436;1
0,9128;0,7404;2
0,9654;0,9067;2
0,9128;0,9239;2
0,9767;0,8292;1
0,9229;0,9605;0
0,9029;0,7887;3
0,9229;0,9798;2
0,9654;0,8152;2
0,9437;0,874;3
0,9437;0,874;2
0,8933;0,89;2
0,9437;0,89;1
0,9437;1,0429;1
0,9882;0,8436;2
0,9882;0,9239;1
0,8838;0,7887;3
0,9332;0,874;1
0,9332;0,874;1
0,9544;0,874;0
0,9654;0,8292;0
0,8933;0,8017;0
0,9229;0,8585;0
0,9767;0,874;2
0,9437;0,9239;3
