MQ 3;MQ 135;QCM
0,9229;0,9239;1
0,9128;0,9067;1
0,9332;0,9239;1
0,8933;0,8152;1
0,9544;0,8017;0
0,9229;0,7519;2
0,9128;0,8017;2
0,9029;0,776;1
0,9437;0,6419;3
0,9029;0,7184;2
0,9029;0,6253;3
0,9029;0,6976;3
0,9882;0,6595;3
0,9332;0,6094;4
0,9332;0,6419;3
0,9229;0,6094;4
0,9128;0,6506;2
0,9029;0,6419;3
0,9437;0,7184;2
0,9029;0,6686;3
0,9128;0,8436;1
0,9229;0,7078;2
0,9128;0,7404;2
0,9029;0,7519;2
0,8933;0,9067;0
0,9128;0,9239;0
0,9437;0,776;2
0,9654;0,8292;3
0,9029;0,7638;2
0,9128;0,8585;3
0,9544;0,7638;2
0,9437;0,8017;2
0,8838;0,7519;3
0,9029;0,9239;2
0,9332;0,8152;3
0,9128;0,9419;0
0,9029;0,874;0
0,9437;0,8152;1
0,9029;0,7887;3
0,9544;0,7887;3
0,9229;0,8152;1
0,9029;0,8152;0
0,9229;1;0
0,9229;0,8585;1
0,9229;0,9067;3
0,9229;0,874;1
0,9882;0,8292;1
0,9128;1,021;1
0,9029;0,9798;0
0,9029;1;0
0,9437;0,89;0
0,9229;0,8292;1
0,9128;0,874;2
0,9029;0,9067;1
0,9767;0,9239;2
0,9229;0,8436;1
0,8933;1;2
0,9029;0,9605;3
0,9332;0,8152;2
0,9128;0,874;1
0,9654;0,9067;3
0,9437;0,8436;2
0,9128;0,9605;0
0,9128;0,874;3
0,9437;0,874;3
0,9437;0,8585;3
0,9128;0,8292;3
0,9128;0,9605;2
0,9882;0,9239;2
0,9128;0,9605;2
0,9128;0,89;1
0,9029;1,021;0
0,9128;0,9605;1
0,8933;0,8017;1
0,9128;0,9798;1
0,8933;0,9798;1
0,9029;0,9067;1
0,9229;0,89;1
0,9332;0,89;1
0,9332;0,8585;0
0,9882;0,9419;1
0,9128;0,9798;0
0,9128;1,021;0
0,9654;0,874;2
0,9332;0,8152;3
0,9229;1,021;2
0,9128;0,9419;1
0,9029;0,8585;1
0,9544;0,8436;1
0,9437;0,89;1
0,9029;0,874;0
0,8933;0,8436;0
0,9882;0,874;0
0,9128;0,9605;1
0,9029;0,9239;2
0,9229;0,89;3
0,9544;0,9067;1
0,9229;1,05;0
0,9128;0,9605;3
0,9767;0,9419;2
